@relation '4315TestLast-weka.filters.unsupervised.attribute.Remove-R1,5,9,11-13'

@attribute prec {FALSE,TRUE}
@attribute tmax numeric
@attribute tmin numeric
@attribute lectivo {Si}
@attribute fest {V,F,L}
@attribute hora {07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45}
@attribute carga numeric

@data
FALSE,18,5,Si,V,21:45,22
FALSE,18,5,Si,V,22:00,23
FALSE,18,5,Si,V,22:15,24
FALSE,18,5,Si,V,22:30,23
FALSE,18,5,Si,V,22:45,24
FALSE,18,5,Si,V,23:00,19
FALSE,18,5,Si,V,23:15,20
FALSE,18,5,Si,V,23:30,22
FALSE,18,5,Si,V,23:45,18
FALSE,23,9,Si,F,07:00,10
FALSE,23,9,Si,F,07:15,8
FALSE,23,9,Si,F,07:30,9
FALSE,23,9,Si,F,07:45,5
FALSE,23,9,Si,F,08:00,8
FALSE,23,9,Si,F,08:15,8
FALSE,23,9,Si,F,08:30,8
FALSE,23,9,Si,F,08:45,7
FALSE,23,9,Si,F,09:00,6
FALSE,23,9,Si,F,09:15,6
FALSE,23,9,Si,F,09:30,9
FALSE,23,9,Si,F,09:45,8
FALSE,23,9,Si,F,10:00,10
FALSE,23,9,Si,F,10:15,10
FALSE,23,9,Si,F,10:30,12
FALSE,23,9,Si,F,10:45,12
FALSE,23,9,Si,F,11:00,13
FALSE,23,9,Si,F,11:15,13
FALSE,23,9,Si,F,11:30,13
FALSE,23,9,Si,F,11:45,14
FALSE,23,9,Si,F,12:00,15
FALSE,23,9,Si,F,12:15,16
FALSE,23,9,Si,F,12:30,17
FALSE,23,9,Si,F,12:45,18
FALSE,23,9,Si,F,13:00,20
FALSE,23,9,Si,F,13:15,19
FALSE,23,9,Si,F,13:30,24
FALSE,23,9,Si,F,13:45,19
FALSE,23,9,Si,F,14:00,24
FALSE,23,9,Si,F,14:15,22
FALSE,23,9,Si,F,14:30,26
FALSE,23,9,Si,F,14:45,20
FALSE,23,9,Si,F,15:00,18
FALSE,23,9,Si,F,15:15,21
FALSE,23,9,Si,F,15:30,25
FALSE,23,9,Si,F,15:45,21
FALSE,23,9,Si,F,16:00,23
FALSE,23,9,Si,F,16:15,21
FALSE,23,9,Si,F,16:30,21
FALSE,23,9,Si,F,16:45,20
FALSE,23,9,Si,F,17:00,22
FALSE,23,9,Si,F,17:15,23
FALSE,23,9,Si,F,17:30,21
FALSE,23,9,Si,F,17:45,22
FALSE,23,9,Si,F,18:00,23
FALSE,23,9,Si,F,18:15,24
FALSE,23,9,Si,F,18:30,24
FALSE,23,9,Si,F,18:45,24
FALSE,23,9,Si,F,19:00,24
FALSE,23,9,Si,F,19:15,24
FALSE,23,9,Si,F,19:30,27
FALSE,23,9,Si,F,19:45,29
FALSE,23,9,Si,F,20:00,29
FALSE,23,9,Si,F,20:15,36
FALSE,23,9,Si,F,20:30,38
FALSE,23,9,Si,F,20:45,36
FALSE,23,9,Si,F,21:00,30
FALSE,23,9,Si,F,21:15,22
FALSE,23,9,Si,F,21:30,21
FALSE,23,9,Si,F,21:45,17
FALSE,23,9,Si,F,22:00,17
FALSE,23,9,Si,F,22:15,16
FALSE,23,9,Si,F,22:30,18
FALSE,23,9,Si,F,22:45,14
FALSE,23,9,Si,F,23:00,15
FALSE,23,9,Si,F,23:15,21
FALSE,23,9,Si,F,23:30,27
FALSE,23,9,Si,F,23:45,26
FALSE,26,12,Si,L,07:00,9
FALSE,26,12,Si,L,07:15,14
FALSE,26,12,Si,L,07:30,15
FALSE,26,12,Si,L,07:45,22
FALSE,26,12,Si,L,08:00,30
FALSE,26,12,Si,L,08:15,32
FALSE,26,12,Si,L,08:30,32
FALSE,26,12,Si,L,08:45,32
FALSE,26,12,Si,L,09:00,31
FALSE,26,12,Si,L,09:15,31
FALSE,26,12,Si,L,09:30,32
FALSE,26,12,Si,L,09:45,27
FALSE,26,12,Si,L,10:00,21
FALSE,26,12,Si,L,10:15,23
FALSE,26,12,Si,L,10:30,24
FALSE,26,12,Si,L,10:45,25
FALSE,26,12,Si,L,11:00,26
FALSE,26,12,Si,L,11:15,27
FALSE,26,12,Si,L,11:30,29
FALSE,26,12,Si,L,11:45,31
FALSE,26,12,Si,L,12:00,30
FALSE,26,12,Si,L,12:15,33
FALSE,26,12,Si,L,12:30,32
FALSE,26,12,Si,L,12:45,31
FALSE,26,12,Si,L,13:00,38
FALSE,26,12,Si,L,13:15,40
FALSE,26,12,Si,L,13:30,41
FALSE,26,12,Si,L,13:45,43
FALSE,26,12,Si,L,14:00,46
FALSE,26,12,Si,L,14:15,45
FALSE,26,12,Si,L,14:30,51
FALSE,26,12,Si,L,14:45,51
FALSE,26,12,Si,L,15:00,50
FALSE,26,12,Si,L,15:15,52
FALSE,26,12,Si,L,15:30,52
FALSE,26,12,Si,L,15:45,44
FALSE,26,12,Si,L,16:00,37
FALSE,26,12,Si,L,16:15,36
FALSE,26,12,Si,L,16:30,38
FALSE,26,12,Si,L,16:45,38
FALSE,26,12,Si,L,17:00,35
FALSE,26,12,Si,L,17:15,33
FALSE,26,12,Si,L,17:30,40
FALSE,26,12,Si,L,17:45,41
FALSE,26,12,Si,L,18:00,42
FALSE,26,12,Si,L,18:15,44
FALSE,26,12,Si,L,18:30,51
FALSE,26,12,Si,L,18:45,49
FALSE,26,12,Si,L,19:00,49
FALSE,26,12,Si,L,19:15,49
FALSE,26,12,Si,L,19:30,52
FALSE,26,12,Si,L,19:45,49
FALSE,26,12,Si,L,20:00,50
FALSE,26,12,Si,L,20:15,46
FALSE,26,12,Si,L,20:30,46
FALSE,26,12,Si,L,20:45,43
FALSE,26,12,Si,L,21:00,36
FALSE,26,12,Si,L,21:15,36
FALSE,26,12,Si,L,21:30,39
FALSE,26,12,Si,L,21:45,33
FALSE,26,12,Si,L,22:00,32
FALSE,26,12,Si,L,22:15,31
FALSE,26,12,Si,L,22:30,28
FALSE,26,12,Si,L,22:45,23
FALSE,26,12,Si,L,23:00,18
FALSE,26,12,Si,L,23:15,20
FALSE,26,12,Si,L,23:30,21
FALSE,26,14,Si,L,07:00,7
FALSE,26,14,Si,L,07:15,11
FALSE,26,14,Si,L,07:30,16
FALSE,26,14,Si,L,07:45,24
FALSE,26,14,Si,L,08:00,30
FALSE,26,14,Si,L,08:15,30
FALSE,26,14,Si,L,08:30,34
FALSE,26,14,Si,L,08:45,33
FALSE,26,14,Si,L,09:00,34
FALSE,26,14,Si,L,09:15,35
FALSE,26,14,Si,L,09:30,27
FALSE,26,14,Si,L,09:45,24
FALSE,26,14,Si,L,10:00,22
FALSE,26,14,Si,L,10:15,22
FALSE,26,14,Si,L,10:30,28
FALSE,26,14,Si,L,10:45,28
FALSE,26,14,Si,L,11:00,26
FALSE,26,14,Si,L,11:15,26
FALSE,26,14,Si,L,11:30,24
FALSE,26,14,Si,L,11:45,25
FALSE,26,14,Si,L,12:00,25
FALSE,26,14,Si,L,12:15,29
FALSE,26,14,Si,L,12:30,35
FALSE,26,14,Si,L,12:45,40
FALSE,26,14,Si,L,13:00,43
FALSE,26,14,Si,L,13:15,37
FALSE,26,14,Si,L,13:30,36
FALSE,26,14,Si,L,13:45,35
FALSE,26,14,Si,L,14:00,42
FALSE,26,14,Si,L,14:45,91
FALSE,26,14,Si,L,15:00,55
FALSE,26,14,Si,L,15:15,52
FALSE,26,14,Si,L,15:30,57
FALSE,26,14,Si,L,15:45,47
FALSE,26,14,Si,L,16:00,39
FALSE,26,14,Si,L,16:15,35
FALSE,26,14,Si,L,16:30,35
FALSE,26,14,Si,L,16:45,39
FALSE,26,14,Si,L,17:00,37
FALSE,26,14,Si,L,17:15,36
FALSE,26,14,Si,L,17:30,42
FALSE,26,14,Si,L,17:45,43
FALSE,26,14,Si,L,18:00,41
FALSE,26,14,Si,L,18:15,42
FALSE,26,14,Si,L,18:30,52
FALSE,26,14,Si,L,18:45,51
FALSE,26,14,Si,L,19:00,51
FALSE,26,14,Si,L,19:15,49
FALSE,26,14,Si,L,19:30,51
FALSE,26,14,Si,L,19:45,51
FALSE,26,14,Si,L,20:00,48
FALSE,26,14,Si,L,20:15,47
FALSE,26,14,Si,L,20:30,45
FALSE,26,14,Si,L,20:45,44
FALSE,26,14,Si,L,21:00,45
FALSE,26,14,Si,L,21:15,39
FALSE,26,14,Si,L,21:30,38
FALSE,26,14,Si,L,21:45,35
FALSE,26,14,Si,L,22:00,28
FALSE,26,14,Si,L,22:15,29
FALSE,26,14,Si,L,22:30,31
FALSE,26,14,Si,L,22:45,27
FALSE,26,14,Si,L,23:00,25
FALSE,26,14,Si,L,23:15,22
FALSE,26,14,Si,L,23:30,23
FALSE,26,14,Si,L,23:45,21
TRUE,23,11,Si,V,07:00,10
TRUE,23,11,Si,V,07:15,12
TRUE,23,11,Si,V,07:30,17
TRUE,23,11,Si,V,07:45,22
TRUE,23,11,Si,V,08:00,30
TRUE,23,11,Si,V,08:15,31
TRUE,23,11,Si,V,08:30,33
TRUE,23,11,Si,V,08:45,35
TRUE,23,11,Si,V,09:00,31
TRUE,23,11,Si,V,09:15,34
TRUE,23,11,Si,V,09:30,27
TRUE,23,11,Si,V,09:45,26
TRUE,23,11,Si,V,10:00,23
TRUE,23,11,Si,V,10:15,25
TRUE,23,11,Si,V,10:30,27
TRUE,23,11,Si,V,10:45,28
TRUE,23,11,Si,V,11:00,31
TRUE,23,11,Si,V,11:15,32
TRUE,23,11,Si,V,11:30,32
TRUE,23,11,Si,V,11:45,35
TRUE,23,11,Si,V,12:00,34
TRUE,23,11,Si,V,12:15,39
TRUE,23,11,Si,V,12:30,41
TRUE,23,11,Si,V,12:45,40
TRUE,23,11,Si,V,13:00,38
TRUE,23,11,Si,V,13:15,39
TRUE,23,11,Si,V,13:30,41
TRUE,23,11,Si,V,13:45,46
TRUE,23,11,Si,V,14:00,47
TRUE,23,11,Si,V,14:15,52
TRUE,23,11,Si,V,14:30,56
TRUE,23,11,Si,V,14:45,59
TRUE,23,11,Si,V,15:00,60
TRUE,23,11,Si,V,15:15,60
TRUE,23,11,Si,V,15:30,65
TRUE,23,11,Si,V,15:45,60
TRUE,23,11,Si,V,16:00,57
TRUE,23,11,Si,V,16:15,50
TRUE,23,11,Si,V,16:30,44
TRUE,23,11,Si,V,16:45,36
TRUE,23,11,Si,V,17:00,38
TRUE,23,11,Si,V,17:15,37
TRUE,23,11,Si,V,17:30,39
TRUE,23,11,Si,V,17:45,41
TRUE,23,11,Si,V,18:00,43
TRUE,23,11,Si,V,18:15,42
TRUE,23,11,Si,V,18:30,35
TRUE,23,11,Si,V,18:45,39
TRUE,23,11,Si,V,19:00,36
TRUE,23,11,Si,V,19:30,25
TRUE,23,11,Si,V,19:45,33
TRUE,23,11,Si,V,20:00,39
TRUE,23,11,Si,V,20:15,38
TRUE,23,11,Si,V,20:30,41
TRUE,23,11,Si,V,20:45,39
TRUE,23,11,Si,V,21:00,40
TRUE,23,11,Si,V,21:15,35
TRUE,23,11,Si,V,21:30,39
TRUE,23,11,Si,V,21:45,38
TRUE,23,11,Si,V,22:00,35
TRUE,23,11,Si,V,22:15,34
TRUE,23,11,Si,V,22:30,29
TRUE,23,11,Si,V,22:45,30
TRUE,23,11,Si,V,23:00,29
TRUE,23,11,Si,V,23:15,25
TRUE,23,11,Si,V,23:30,25
TRUE,23,11,Si,V,23:45,20
FALSE,21,9,Si,F,07:00,11
FALSE,21,9,Si,F,07:15,10
FALSE,21,9,Si,F,07:30,10
FALSE,21,9,Si,F,07:45,9
FALSE,21,9,Si,F,08:00,11
FALSE,21,9,Si,F,08:15,12
FALSE,21,9,Si,F,08:30,12
FALSE,21,9,Si,F,08:45,12
FALSE,21,9,Si,F,09:00,12
FALSE,21,9,Si,F,09:15,15
FALSE,21,9,Si,F,09:30,19
FALSE,21,9,Si,F,09:45,18
FALSE,21,9,Si,F,10:00,22
FALSE,21,9,Si,F,10:15,22
FALSE,21,9,Si,F,10:30,23
FALSE,21,9,Si,F,10:45,21
FALSE,21,9,Si,F,11:00,26
FALSE,21,9,Si,F,11:15,25
FALSE,21,9,Si,F,11:30,25
FALSE,21,9,Si,F,11:45,30
FALSE,21,9,Si,F,12:00,25
FALSE,21,9,Si,F,12:15,30
FALSE,21,9,Si,F,12:30,27
FALSE,21,9,Si,F,12:45,30
FALSE,21,9,Si,F,13:00,29
FALSE,21,9,Si,F,13:15,33
FALSE,21,9,Si,F,13:30,33
FALSE,21,9,Si,F,13:45,31
FALSE,21,9,Si,F,14:00,35
FALSE,21,9,Si,F,14:15,43
FALSE,21,9,Si,F,14:30,43
FALSE,21,9,Si,F,14:45,40
FALSE,21,9,Si,F,15:00,37
FALSE,21,9,Si,F,15:15,32
FALSE,21,9,Si,F,15:30,34
FALSE,21,9,Si,F,15:45,23
FALSE,21,9,Si,F,16:00,26
FALSE,21,9,Si,F,16:15,25
FALSE,21,9,Si,F,16:30,28
FALSE,21,9,Si,F,16:45,30
FALSE,21,9,Si,F,17:00,28
FALSE,21,9,Si,F,17:15,27
FALSE,21,9,Si,F,17:30,25
FALSE,21,9,Si,F,17:45,25
FALSE,21,9,Si,F,18:00,28
FALSE,21,9,Si,F,18:15,27
FALSE,21,9,Si,F,18:30,31
FALSE,21,9,Si,F,18:45,30
FALSE,21,9,Si,F,19:00,31
FALSE,21,9,Si,F,19:15,25
FALSE,21,9,Si,F,19:30,25
FALSE,21,9,Si,F,19:45,22
FALSE,21,9,Si,F,20:00,21
FALSE,21,9,Si,F,20:15,19
FALSE,21,9,Si,F,20:30,25
FALSE,21,9,Si,F,20:45,31
FALSE,21,9,Si,F,21:00,34
FALSE,21,9,Si,F,21:15,26
FALSE,21,9,Si,F,21:30,33
FALSE,21,9,Si,F,21:45,33
FALSE,21,9,Si,F,22:00,30
FALSE,21,9,Si,F,22:15,30
FALSE,21,9,Si,F,22:30,33
FALSE,21,9,Si,F,22:45,35
FALSE,21,9,Si,F,23:00,32
FALSE,21,9,Si,F,23:15,27
FALSE,21,9,Si,F,23:30,25
FALSE,21,9,Si,F,23:45,24
FALSE,26,12,Si,F,07:00,13
FALSE,26,12,Si,F,07:15,13
FALSE,26,12,Si,F,07:30,9
FALSE,26,12,Si,F,07:45,8
FALSE,26,12,Si,F,08:00,8
FALSE,26,12,Si,F,08:15,9
FALSE,26,12,Si,F,08:30,9
FALSE,26,12,Si,F,08:45,11
FALSE,26,12,Si,F,09:00,4
FALSE,26,12,Si,F,09:15,5
FALSE,26,12,Si,F,09:30,3
FALSE,26,12,Si,F,09:45,4
FALSE,26,12,Si,F,10:00,5
FALSE,26,12,Si,F,10:15,14
FALSE,26,12,Si,F,10:30,15
FALSE,26,12,Si,F,10:45,20
FALSE,26,12,Si,F,11:00,20
FALSE,26,12,Si,F,11:15,24
FALSE,26,12,Si,F,11:30,25
FALSE,26,12,Si,F,11:45,22
FALSE,26,12,Si,F,12:00,25
FALSE,26,12,Si,F,12:15,23
FALSE,26,12,Si,F,12:30,25
FALSE,26,12,Si,F,12:45,29
FALSE,26,12,Si,F,13:00,28
FALSE,26,12,Si,F,13:15,26
FALSE,26,12,Si,F,13:30,26
FALSE,26,12,Si,F,13:45,30
FALSE,26,12,Si,F,14:00,31
FALSE,26,12,Si,F,14:15,31
FALSE,26,12,Si,F,14:30,27
FALSE,26,12,Si,F,14:45,31
FALSE,26,12,Si,F,15:00,28
FALSE,26,12,Si,F,15:15,28
FALSE,26,12,Si,F,15:30,27
FALSE,26,12,Si,F,15:45,23
FALSE,26,12,Si,F,16:00,18
FALSE,26,12,Si,F,16:15,20
FALSE,26,12,Si,F,16:30,26
FALSE,26,12,Si,F,16:45,24
FALSE,26,12,Si,F,17:00,28
FALSE,26,12,Si,F,17:15,29
FALSE,26,12,Si,F,17:30,33
FALSE,26,12,Si,F,17:45,33
FALSE,26,12,Si,F,18:00,33
FALSE,26,12,Si,F,18:15,32
FALSE,26,12,Si,F,18:30,37
FALSE,26,12,Si,F,18:45,35
FALSE,26,12,Si,F,19:00,35
FALSE,26,12,Si,F,19:15,30
FALSE,26,12,Si,F,19:30,32
FALSE,26,12,Si,F,19:45,29
FALSE,28,14,Si,L,08:00,80
FALSE,28,14,Si,L,08:15,38
FALSE,28,14,Si,L,08:30,35
FALSE,28,14,Si,L,08:45,50
FALSE,28,14,Si,L,09:00,64
FALSE,28,14,Si,L,09:15,100
FALSE,28,14,Si,L,09:30,100
FALSE,28,14,Si,L,09:45,100
FALSE,28,14,Si,L,13:00,85
FALSE,28,14,Si,L,13:15,43
FALSE,28,14,Si,L,13:30,41
FALSE,28,14,Si,L,13:45,44
FALSE,28,14,Si,L,14:00,45
FALSE,28,14,Si,L,14:15,46
FALSE,28,14,Si,L,14:30,50
FALSE,28,14,Si,L,14:45,46
FALSE,28,14,Si,L,15:00,50
FALSE,28,14,Si,L,15:15,49
FALSE,28,14,Si,L,15:30,51
FALSE,28,14,Si,L,15:45,42
FALSE,28,14,Si,L,16:00,39
FALSE,28,14,Si,L,16:15,36
FALSE,28,14,Si,L,16:30,36
FALSE,28,14,Si,L,16:45,38
FALSE,28,14,Si,L,17:00,38
FALSE,28,14,Si,L,17:15,36
FALSE,28,14,Si,L,17:30,46
FALSE,28,14,Si,L,17:45,43
FALSE,28,14,Si,L,18:00,47
FALSE,28,14,Si,L,18:15,44
FALSE,28,14,Si,L,18:30,51
FALSE,28,14,Si,L,18:45,49
FALSE,28,14,Si,L,19:00,50
FALSE,28,14,Si,L,19:15,50
FALSE,28,14,Si,L,19:30,50
FALSE,28,14,Si,L,19:45,53
FALSE,28,14,Si,L,20:00,50
FALSE,28,14,Si,L,20:15,47
FALSE,28,14,Si,L,20:30,45
FALSE,28,14,Si,L,20:45,47
FALSE,28,14,Si,L,21:00,42
FALSE,28,14,Si,L,21:15,35
FALSE,28,14,Si,L,21:30,36
FALSE,28,14,Si,L,21:45,33
FALSE,28,14,Si,L,22:00,28
FALSE,28,14,Si,L,22:15,25
FALSE,28,14,Si,L,22:30,30
FALSE,28,14,Si,L,22:45,23
FALSE,28,14,Si,L,23:00,23
FALSE,28,14,Si,L,23:15,22
FALSE,28,14,Si,L,23:30,17
FALSE,28,14,Si,L,23:45,15
FALSE,28,16,Si,L,07:00,11
FALSE,28,16,Si,L,07:15,11
FALSE,28,16,Si,L,07:30,20
FALSE,28,16,Si,L,07:45,24
FALSE,28,16,Si,L,08:00,30
FALSE,28,16,Si,L,08:15,32
FALSE,28,16,Si,L,08:30,33
FALSE,28,16,Si,L,08:45,31
FALSE,28,16,Si,L,09:00,34
FALSE,28,16,Si,L,09:15,36
FALSE,28,16,Si,L,09:30,32
FALSE,28,16,Si,L,09:45,27
FALSE,28,16,Si,L,10:00,27
FALSE,28,16,Si,L,10:15,24
FALSE,28,16,Si,L,10:30,25
FALSE,28,16,Si,L,10:45,25
FALSE,28,16,Si,L,11:00,27
FALSE,28,16,Si,L,11:15,34
FALSE,28,16,Si,L,11:30,32
FALSE,28,16,Si,L,11:45,34
FALSE,28,16,Si,L,12:00,38
FALSE,28,16,Si,L,12:15,36
FALSE,28,16,Si,L,12:30,39
FALSE,28,16,Si,L,12:45,37
FALSE,28,16,Si,L,13:00,17
FALSE,28,16,Si,L,13:15,33
FALSE,28,16,Si,L,13:30,44
FALSE,28,16,Si,L,13:45,46
FALSE,28,16,Si,L,14:00,46
FALSE,28,16,Si,L,14:15,52
FALSE,28,16,Si,L,14:30,53
FALSE,28,16,Si,L,14:45,55
FALSE,28,16,Si,L,15:00,54
FALSE,28,16,Si,L,15:15,52
FALSE,28,16,Si,L,15:30,52
FALSE,28,16,Si,L,15:45,47
FALSE,28,16,Si,L,16:00,40
FALSE,28,16,Si,L,16:15,35
FALSE,28,16,Si,L,16:30,34
FALSE,28,16,Si,L,16:45,37
FALSE,28,16,Si,L,17:00,41
FALSE,28,16,Si,L,17:15,38
FALSE,28,16,Si,L,17:30,47
FALSE,28,16,Si,L,17:45,40
FALSE,28,16,Si,L,18:00,42
FALSE,28,16,Si,L,18:15,45
FALSE,28,16,Si,L,18:30,54
FALSE,28,16,Si,L,18:45,53
FALSE,28,16,Si,L,19:00,53
FALSE,28,16,Si,L,19:15,54
FALSE,28,16,Si,L,19:30,52
FALSE,28,16,Si,L,19:45,55
FALSE,28,16,Si,L,20:00,51
FALSE,28,16,Si,L,20:15,50
FALSE,28,16,Si,L,20:30,49
FALSE,28,16,Si,L,20:45,43
FALSE,28,16,Si,L,21:00,45
FALSE,28,16,Si,L,21:15,40
FALSE,28,16,Si,L,21:30,36
FALSE,28,16,Si,L,21:45,34
FALSE,28,16,Si,L,22:00,37
FALSE,28,16,Si,L,22:15,31
FALSE,28,16,Si,L,22:30,33
FALSE,28,16,Si,L,22:45,26
FALSE,28,16,Si,L,23:00,24
FALSE,28,16,Si,L,23:15,20
FALSE,28,16,Si,L,23:30,22
FALSE,28,16,Si,L,23:45,20
TRUE,23,12,Si,L,07:00,10
TRUE,23,12,Si,L,07:15,13
TRUE,23,12,Si,L,07:30,19
TRUE,23,12,Si,L,07:45,22
TRUE,23,12,Si,L,08:00,31
TRUE,23,12,Si,L,08:15,35
TRUE,23,12,Si,L,08:30,35
TRUE,23,12,Si,L,08:45,32
TRUE,23,12,Si,L,09:00,32
TRUE,23,12,Si,L,09:15,36
TRUE,23,12,Si,L,09:30,35
TRUE,23,12,Si,L,09:45,30
TRUE,23,12,Si,L,10:00,29
TRUE,23,12,Si,L,10:15,30
TRUE,23,12,Si,L,10:30,23
TRUE,23,12,Si,L,10:45,25
TRUE,23,12,Si,L,11:00,28
TRUE,23,12,Si,L,11:15,27
TRUE,23,12,Si,L,11:30,30
TRUE,23,12,Si,L,11:45,36
TRUE,23,12,Si,L,12:00,38
TRUE,23,12,Si,L,12:15,41
TRUE,23,12,Si,L,12:30,39
TRUE,23,12,Si,L,12:45,34
TRUE,23,12,Si,L,13:00,35
TRUE,23,12,Si,L,13:15,49
TRUE,23,12,Si,L,13:30,52
TRUE,23,12,Si,L,13:45,53
TRUE,23,12,Si,L,14:00,50
TRUE,23,12,Si,L,14:15,51
TRUE,23,12,Si,L,14:30,60
TRUE,23,12,Si,L,14:45,53
TRUE,23,12,Si,L,15:00,52
TRUE,23,12,Si,L,15:15,54
TRUE,23,12,Si,L,15:30,53
TRUE,23,12,Si,L,15:45,45
TRUE,23,12,Si,L,16:00,40
TRUE,23,12,Si,L,16:15,36
TRUE,23,12,Si,L,16:30,40
TRUE,23,12,Si,L,16:45,39
TRUE,23,12,Si,L,17:00,41
TRUE,23,12,Si,L,17:15,41
TRUE,23,12,Si,L,17:30,43
TRUE,23,12,Si,L,17:45,46
TRUE,23,12,Si,L,18:00,47
TRUE,23,12,Si,L,18:15,46
TRUE,23,12,Si,L,18:30,53
TRUE,23,12,Si,L,18:45,59
TRUE,23,12,Si,L,19:00,59
TRUE,23,12,Si,L,19:15,58
TRUE,23,12,Si,L,19:30,59
TRUE,23,12,Si,L,19:45,59
TRUE,23,12,Si,L,20:00,53
TRUE,23,12,Si,L,20:15,53
TRUE,23,12,Si,L,20:30,57
TRUE,23,12,Si,L,20:45,55
TRUE,23,12,Si,L,21:00,49
TRUE,23,12,Si,L,21:15,37
TRUE,23,12,Si,L,21:30,30
TRUE,23,12,Si,L,21:45,25
TRUE,23,12,Si,L,22:00,24
TRUE,23,12,Si,L,22:15,24
TRUE,23,12,Si,L,22:30,28
TRUE,23,12,Si,L,22:45,20
TRUE,23,12,Si,L,23:00,20
TRUE,23,12,Si,L,23:15,29
TRUE,23,12,Si,L,23:30,31
TRUE,23,12,Si,L,23:45,28
TRUE,16,10,Si,L,07:00,10
TRUE,16,10,Si,L,07:15,13
TRUE,16,10,Si,L,07:30,16
TRUE,16,10,Si,L,07:45,23
TRUE,16,10,Si,L,08:00,26
TRUE,16,10,Si,L,08:15,33
TRUE,16,10,Si,L,08:30,37
TRUE,16,10,Si,L,08:45,34
TRUE,16,10,Si,L,09:00,38
TRUE,16,10,Si,L,09:15,34
TRUE,16,10,Si,L,09:30,31
TRUE,16,10,Si,L,09:45,28
TRUE,16,10,Si,L,10:00,34
TRUE,16,10,Si,L,10:15,31
TRUE,16,10,Si,L,10:30,33
