@relation '4211TestLast-weka.filters.unsupervised.attribute.Remove-R1,9,11-13-weka.filters.unsupervised.attribute.Remove-R4'

@attribute prec {FALSE,TRUE}
@attribute tmax numeric
@attribute tmin numeric
@attribute lectivo {Si}
@attribute fest {V,F,L}
@attribute hora {07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45}
@attribute carga numeric

@data
FALSE,18,5,Si,V,17:45,16
FALSE,18,5,Si,V,18:00,17
FALSE,18,5,Si,V,18:15,17
FALSE,18,5,Si,V,18:30,15
FALSE,18,5,Si,V,18:45,16
FALSE,18,5,Si,V,19:00,16
FALSE,18,5,Si,V,19:15,18
FALSE,18,5,Si,V,19:30,20
FALSE,18,5,Si,V,19:45,16
FALSE,18,5,Si,V,20:00,21
FALSE,18,5,Si,V,20:15,19
FALSE,18,5,Si,V,20:30,19
FALSE,18,5,Si,V,20:45,19
FALSE,18,5,Si,V,21:00,19
FALSE,18,5,Si,V,21:15,19
FALSE,18,5,Si,V,21:30,20
FALSE,18,5,Si,V,21:45,17
FALSE,18,5,Si,V,22:00,15
FALSE,18,5,Si,V,22:15,17
FALSE,18,5,Si,V,22:30,17
FALSE,18,5,Si,V,22:45,17
FALSE,18,5,Si,V,23:00,13
FALSE,18,5,Si,V,23:15,11
FALSE,18,5,Si,V,23:30,12
FALSE,18,5,Si,V,23:45,10
FALSE,23,9,Si,F,07:00,4
FALSE,23,9,Si,F,07:15,6
FALSE,23,9,Si,F,07:30,4
FALSE,23,9,Si,F,07:45,6
FALSE,23,9,Si,F,08:00,9
FALSE,23,9,Si,F,08:15,7
FALSE,23,9,Si,F,08:30,9
FALSE,23,9,Si,F,08:45,8
FALSE,23,9,Si,F,09:00,8
FALSE,23,9,Si,F,09:15,10
FALSE,23,9,Si,F,09:30,8
FALSE,23,9,Si,F,09:45,8
FALSE,23,9,Si,F,10:00,10
FALSE,23,9,Si,F,10:15,10
FALSE,23,9,Si,F,10:30,11
FALSE,23,9,Si,F,10:45,11
FALSE,23,9,Si,F,11:00,13
FALSE,23,9,Si,F,11:15,13
FALSE,23,9,Si,F,11:30,17
FALSE,23,9,Si,F,11:45,16
FALSE,23,9,Si,F,12:00,16
FALSE,23,9,Si,F,12:15,17
FALSE,23,9,Si,F,12:30,17
FALSE,23,9,Si,F,12:45,19
FALSE,23,9,Si,F,13:00,17
FALSE,23,9,Si,F,13:15,18
FALSE,23,9,Si,F,13:30,21
FALSE,23,9,Si,F,13:45,20
FALSE,23,9,Si,F,14:00,23
FALSE,23,9,Si,F,14:15,23
FALSE,23,9,Si,F,14:30,19
FALSE,23,9,Si,F,14:45,19
FALSE,23,9,Si,F,15:00,20
FALSE,23,9,Si,F,15:15,17
FALSE,23,9,Si,F,15:30,13
FALSE,23,9,Si,F,15:45,16
FALSE,23,9,Si,F,16:00,14
FALSE,23,9,Si,F,16:15,15
FALSE,23,9,Si,F,16:30,15
FALSE,23,9,Si,F,16:45,19
FALSE,23,9,Si,F,17:00,17
FALSE,23,9,Si,F,17:15,18
FALSE,23,9,Si,F,17:30,24
FALSE,23,9,Si,F,17:45,22
FALSE,23,9,Si,F,18:00,20
FALSE,23,9,Si,F,18:15,20
FALSE,23,9,Si,F,18:30,20
FALSE,23,9,Si,F,18:45,22
FALSE,23,9,Si,F,19:00,22
FALSE,23,9,Si,F,19:15,19
FALSE,23,9,Si,F,19:30,19
FALSE,23,9,Si,F,19:45,20
FALSE,23,9,Si,F,20:00,21
FALSE,23,9,Si,F,20:15,20
FALSE,23,9,Si,F,20:30,20
FALSE,23,9,Si,F,20:45,21
FALSE,23,9,Si,F,21:00,19
FALSE,23,9,Si,F,21:15,18
FALSE,23,9,Si,F,21:30,16
FALSE,23,9,Si,F,21:45,14
FALSE,23,9,Si,F,22:00,14
FALSE,23,9,Si,F,22:15,15
FALSE,23,9,Si,F,22:30,13
FALSE,23,9,Si,F,22:45,12
FALSE,23,9,Si,F,23:00,12
FALSE,23,9,Si,F,23:15,14
FALSE,23,9,Si,F,23:30,14
FALSE,23,9,Si,F,23:45,15
FALSE,26,12,Si,L,07:00,15
FALSE,26,12,Si,L,07:15,24
FALSE,26,12,Si,L,07:30,35
FALSE,26,12,Si,L,07:45,44
FALSE,26,12,Si,L,08:00,43
FALSE,26,12,Si,L,08:15,45
FALSE,26,12,Si,L,08:30,44
FALSE,26,12,Si,L,08:45,43
FALSE,26,12,Si,L,09:00,45
FALSE,26,12,Si,L,09:15,40
FALSE,26,12,Si,L,09:30,37
FALSE,26,12,Si,L,09:45,35
FALSE,26,12,Si,L,10:00,33
FALSE,26,12,Si,L,10:15,30
FALSE,26,12,Si,L,10:30,33
FALSE,26,12,Si,L,10:45,33
FALSE,26,12,Si,L,11:00,30
FALSE,26,12,Si,L,11:15,32
FALSE,26,12,Si,L,11:30,31
FALSE,26,12,Si,L,11:45,28
FALSE,26,12,Si,L,12:00,34
FALSE,26,12,Si,L,12:15,32
FALSE,26,12,Si,L,12:30,28
FALSE,26,12,Si,L,12:45,28
FALSE,26,12,Si,L,13:00,33
FALSE,26,12,Si,L,13:15,33
FALSE,26,12,Si,L,13:30,32
FALSE,26,12,Si,L,13:45,32
FALSE,26,12,Si,L,14:00,32
FALSE,26,12,Si,L,14:15,29
FALSE,26,12,Si,L,14:30,33
FALSE,26,12,Si,L,14:45,27
FALSE,26,12,Si,L,15:00,28
FALSE,26,12,Si,L,15:15,28
FALSE,26,12,Si,L,15:30,27
FALSE,26,12,Si,L,15:45,26
FALSE,26,12,Si,L,16:00,27
FALSE,26,12,Si,L,16:15,26
FALSE,26,12,Si,L,16:30,27
FALSE,26,12,Si,L,16:45,28
FALSE,26,12,Si,L,17:00,30
FALSE,26,12,Si,L,17:15,29
FALSE,26,12,Si,L,17:30,28
FALSE,26,12,Si,L,17:45,31
FALSE,26,12,Si,L,18:00,31
FALSE,26,12,Si,L,18:15,26
FALSE,26,12,Si,L,18:30,32
FALSE,26,12,Si,L,18:45,30
FALSE,26,12,Si,L,19:00,27
FALSE,26,12,Si,L,19:15,26
FALSE,26,12,Si,L,19:30,30
FALSE,26,12,Si,L,19:45,27
FALSE,26,12,Si,L,20:00,28
FALSE,26,12,Si,L,20:15,31
FALSE,26,12,Si,L,20:30,29
FALSE,26,12,Si,L,20:45,29
FALSE,26,12,Si,L,21:00,26
FALSE,26,12,Si,L,21:15,25
FALSE,26,12,Si,L,21:30,21
FALSE,26,12,Si,L,21:45,20
FALSE,26,12,Si,L,22:00,21
FALSE,26,12,Si,L,22:15,16
FALSE,26,12,Si,L,22:30,14
FALSE,26,12,Si,L,22:45,14
FALSE,26,12,Si,L,23:00,13
FALSE,26,12,Si,L,23:15,12
FALSE,26,12,Si,L,23:30,10
FALSE,26,14,Si,L,07:00,18
FALSE,26,14,Si,L,07:15,24
FALSE,26,14,Si,L,07:30,34
FALSE,26,14,Si,L,07:45,42
FALSE,26,14,Si,L,08:00,46
FALSE,26,14,Si,L,08:15,43
FALSE,26,14,Si,L,08:30,48
FALSE,26,14,Si,L,08:45,45
FALSE,26,14,Si,L,09:00,50
FALSE,26,14,Si,L,09:15,43
FALSE,26,14,Si,L,09:30,42
FALSE,26,14,Si,L,09:45,36
FALSE,26,14,Si,L,10:00,34
FALSE,26,14,Si,L,10:15,32
FALSE,26,14,Si,L,10:30,33
FALSE,26,14,Si,L,10:45,32
FALSE,26,14,Si,L,11:00,32
FALSE,26,14,Si,L,11:15,34
FALSE,26,14,Si,L,11:30,32
FALSE,26,14,Si,L,11:45,36
FALSE,26,14,Si,L,12:00,35
FALSE,26,14,Si,L,12:15,37
FALSE,26,14,Si,L,12:30,34
FALSE,26,14,Si,L,12:45,37
FALSE,26,14,Si,L,13:00,35
FALSE,26,14,Si,L,13:15,32
FALSE,26,14,Si,L,13:30,27
FALSE,26,14,Si,L,13:45,30
FALSE,26,14,Si,L,14:00,30
FALSE,26,14,Si,L,14:45,68
FALSE,26,14,Si,L,15:00,32
FALSE,26,14,Si,L,15:15,28
FALSE,26,14,Si,L,15:30,26
FALSE,26,14,Si,L,15:45,24
FALSE,26,14,Si,L,16:00,26
FALSE,26,14,Si,L,16:15,27
FALSE,26,14,Si,L,16:30,30
FALSE,26,14,Si,L,16:45,32
FALSE,26,14,Si,L,17:00,34
FALSE,26,14,Si,L,17:15,29
FALSE,26,14,Si,L,17:30,32
FALSE,26,14,Si,L,17:45,27
FALSE,26,14,Si,L,18:00,34
FALSE,26,14,Si,L,18:15,34
FALSE,26,14,Si,L,18:30,33
FALSE,26,14,Si,L,18:45,32
FALSE,26,14,Si,L,19:00,31
FALSE,26,14,Si,L,19:15,32
FALSE,26,14,Si,L,19:30,32
FALSE,26,14,Si,L,19:45,30
FALSE,26,14,Si,L,20:00,32
FALSE,26,14,Si,L,20:15,32
FALSE,26,14,Si,L,20:30,35
FALSE,26,14,Si,L,20:45,35
FALSE,26,14,Si,L,21:00,36
FALSE,26,14,Si,L,21:15,31
FALSE,26,14,Si,L,21:30,28
FALSE,26,14,Si,L,21:45,26
FALSE,26,14,Si,L,22:00,24
FALSE,26,14,Si,L,22:15,21
FALSE,26,14,Si,L,22:30,18
FALSE,26,14,Si,L,22:45,15
FALSE,26,14,Si,L,23:00,14
FALSE,26,14,Si,L,23:15,12
FALSE,26,14,Si,L,23:30,12
FALSE,26,14,Si,L,23:45,15
TRUE,23,11,Si,V,07:00,16
TRUE,23,11,Si,V,07:15,24
TRUE,23,11,Si,V,07:30,33
TRUE,23,11,Si,V,07:45,43
TRUE,23,11,Si,V,08:00,48
TRUE,23,11,Si,V,08:15,46
TRUE,23,11,Si,V,08:30,51
TRUE,23,11,Si,V,08:45,49
TRUE,23,11,Si,V,09:00,47
TRUE,23,11,Si,V,09:15,40
TRUE,23,11,Si,V,09:30,37
TRUE,23,11,Si,V,09:45,35
TRUE,23,11,Si,V,10:00,36
TRUE,23,11,Si,V,10:15,31
TRUE,23,11,Si,V,10:30,33
TRUE,23,11,Si,V,10:45,32
TRUE,23,11,Si,V,11:00,30
TRUE,23,11,Si,V,11:15,29
TRUE,23,11,Si,V,11:30,29
TRUE,23,11,Si,V,11:45,27
TRUE,23,11,Si,V,12:00,33
TRUE,23,11,Si,V,12:15,33
TRUE,23,11,Si,V,12:30,32
TRUE,23,11,Si,V,12:45,32
TRUE,23,11,Si,V,13:00,32
TRUE,23,11,Si,V,13:15,32
TRUE,23,11,Si,V,13:30,31
TRUE,23,11,Si,V,13:45,36
TRUE,23,11,Si,V,14:00,28
TRUE,23,11,Si,V,14:15,28
TRUE,23,11,Si,V,14:30,36
TRUE,23,11,Si,V,14:45,32
TRUE,23,11,Si,V,15:00,36
TRUE,23,11,Si,V,15:15,36
TRUE,23,11,Si,V,15:30,33
TRUE,23,11,Si,V,15:45,34
TRUE,23,11,Si,V,16:00,34
TRUE,23,11,Si,V,16:15,33
TRUE,23,11,Si,V,16:30,34
TRUE,23,11,Si,V,16:45,33
TRUE,23,11,Si,V,17:00,33
TRUE,23,11,Si,V,17:15,31
TRUE,23,11,Si,V,17:30,34
TRUE,23,11,Si,V,17:45,31
TRUE,23,11,Si,V,18:00,29
TRUE,23,11,Si,V,18:15,33
TRUE,23,11,Si,V,18:30,33
TRUE,23,11,Si,V,18:45,30
TRUE,23,11,Si,V,19:00,28
TRUE,23,11,Si,V,19:15,30
TRUE,23,11,Si,V,19:30,29
TRUE,23,11,Si,V,19:45,31
TRUE,23,11,Si,V,20:00,29
TRUE,23,11,Si,V,20:15,32
TRUE,23,11,Si,V,20:30,31
TRUE,23,11,Si,V,20:45,26
TRUE,23,11,Si,V,21:00,31
TRUE,23,11,Si,V,21:15,34
TRUE,23,11,Si,V,21:30,26
TRUE,23,11,Si,V,21:45,26
TRUE,23,11,Si,V,22:00,25
TRUE,23,11,Si,V,22:15,24
TRUE,23,11,Si,V,22:30,21
TRUE,23,11,Si,V,22:45,19
TRUE,23,11,Si,V,23:00,19
TRUE,23,11,Si,V,23:15,14
TRUE,23,11,Si,V,23:30,14
TRUE,23,11,Si,V,23:45,14
FALSE,21,9,Si,F,07:00,7
FALSE,21,9,Si,F,07:15,6
FALSE,21,9,Si,F,07:30,9
FALSE,21,9,Si,F,07:45,8
FALSE,21,9,Si,F,08:00,5
FALSE,21,9,Si,F,08:15,9
FALSE,21,9,Si,F,08:30,9
FALSE,21,9,Si,F,08:45,12
FALSE,21,9,Si,F,09:00,11
FALSE,21,9,Si,F,09:15,18
FALSE,21,9,Si,F,09:30,18
FALSE,21,9,Si,F,09:45,19
FALSE,21,9,Si,F,10:00,21
FALSE,21,9,Si,F,10:15,20
FALSE,21,9,Si,F,10:30,21
FALSE,21,9,Si,F,10:45,21
FALSE,21,9,Si,F,11:00,22
FALSE,21,9,Si,F,11:15,23
FALSE,21,9,Si,F,11:30,25
FALSE,21,9,Si,F,11:45,26
FALSE,21,9,Si,F,12:00,26
FALSE,21,9,Si,F,12:15,28
FALSE,21,9,Si,F,12:30,28
FALSE,21,9,Si,F,12:45,27
FALSE,21,9,Si,F,13:00,31
FALSE,21,9,Si,F,13:15,24
FALSE,21,9,Si,F,13:30,31
FALSE,21,9,Si,F,13:45,27
FALSE,21,9,Si,F,14:00,31
FALSE,21,9,Si,F,14:15,33
FALSE,21,9,Si,F,14:30,29
FALSE,21,9,Si,F,14:45,27
FALSE,21,9,Si,F,15:00,29
FALSE,21,9,Si,F,15:15,28
FALSE,21,9,Si,F,15:30,29
FALSE,21,9,Si,F,15:45,26
FALSE,21,9,Si,F,16:00,26
FALSE,21,9,Si,F,16:15,27
FALSE,21,9,Si,F,16:30,25
FALSE,21,9,Si,F,16:45,21
FALSE,21,9,Si,F,17:00,19
FALSE,21,9,Si,F,17:15,20
FALSE,21,9,Si,F,17:30,20
FALSE,21,9,Si,F,17:45,23
FALSE,21,9,Si,F,18:00,23
FALSE,21,9,Si,F,18:15,24
FALSE,21,9,Si,F,18:30,40
FALSE,21,9,Si,F,18:45,47
FALSE,21,9,Si,F,19:00,49
FALSE,21,9,Si,F,19:15,49
FALSE,21,9,Si,F,19:30,41
FALSE,21,9,Si,F,19:45,27
FALSE,21,9,Si,F,20:00,27
FALSE,21,9,Si,F,20:15,27
FALSE,21,9,Si,F,20:30,26
FALSE,21,9,Si,F,20:45,26
FALSE,21,9,Si,F,21:00,30
FALSE,21,9,Si,F,21:15,28
FALSE,21,9,Si,F,21:30,26
FALSE,21,9,Si,F,21:45,27
FALSE,21,9,Si,F,22:00,26
FALSE,21,9,Si,F,22:15,23
FALSE,21,9,Si,F,22:30,21
FALSE,21,9,Si,F,22:45,20
FALSE,21,9,Si,F,23:00,18
FALSE,21,9,Si,F,23:15,19
FALSE,21,9,Si,F,23:30,15
FALSE,21,9,Si,F,23:45,15
FALSE,26,12,Si,F,07:00,7
FALSE,26,12,Si,F,07:15,7
FALSE,26,12,Si,F,07:30,6
FALSE,26,12,Si,F,07:45,6
FALSE,26,12,Si,F,08:00,7
FALSE,26,12,Si,F,08:15,6
FALSE,26,12,Si,F,08:30,8
FALSE,26,12,Si,F,08:45,7
FALSE,26,12,Si,F,09:00,9
FALSE,26,12,Si,F,09:15,12
FALSE,26,12,Si,F,09:30,15
FALSE,26,12,Si,F,09:45,13
FALSE,26,12,Si,F,10:00,16
FALSE,26,12,Si,F,10:15,18
FALSE,26,12,Si,F,10:30,17
FALSE,26,12,Si,F,10:45,16
FALSE,26,12,Si,F,11:00,17
FALSE,26,12,Si,F,11:15,15
FALSE,26,12,Si,F,11:30,17
FALSE,26,12,Si,F,11:45,20
FALSE,26,12,Si,F,12:00,23
FALSE,26,12,Si,F,12:15,21
FALSE,26,12,Si,F,12:30,21
FALSE,26,12,Si,F,12:45,24
FALSE,26,12,Si,F,13:00,28
FALSE,26,12,Si,F,13:15,25
FALSE,26,12,Si,F,13:30,28
FALSE,26,12,Si,F,13:45,29
FALSE,26,12,Si,F,14:00,30
FALSE,26,12,Si,F,14:15,30
FALSE,26,12,Si,F,14:30,30
FALSE,26,12,Si,F,14:45,27
FALSE,26,12,Si,F,15:00,28
FALSE,26,12,Si,F,15:15,21
FALSE,26,12,Si,F,15:30,20
FALSE,26,12,Si,F,15:45,18
FALSE,26,12,Si,F,16:00,17
FALSE,26,12,Si,F,16:15,16
FALSE,26,12,Si,F,16:30,17
FALSE,26,12,Si,F,16:45,16
FALSE,26,12,Si,F,17:00,20
FALSE,26,12,Si,F,17:15,21
FALSE,26,12,Si,F,17:30,23
FALSE,26,12,Si,F,17:45,24
FALSE,26,12,Si,F,18:00,23
FALSE,26,12,Si,F,18:15,27
FALSE,26,12,Si,F,18:30,24
FALSE,26,12,Si,F,18:45,25
FALSE,26,12,Si,F,19:00,28
FALSE,26,12,Si,F,19:15,23
FALSE,26,12,Si,F,19:30,26
FALSE,26,12,Si,F,19:45,26
FALSE,26,12,Si,F,20:00,26
FALSE,26,12,Si,F,20:15,22
FALSE,26,12,Si,F,20:30,26
FALSE,26,12,Si,F,20:45,24
FALSE,26,12,Si,F,21:00,26
FALSE,26,12,Si,F,21:15,22
FALSE,26,12,Si,F,21:30,21
FALSE,26,12,Si,F,21:45,22
FALSE,26,12,Si,F,22:00,21
FALSE,26,12,Si,F,22:15,21
FALSE,26,12,Si,F,22:30,18
FALSE,26,12,Si,F,22:45,17
FALSE,26,12,Si,F,23:00,16
FALSE,26,12,Si,F,23:15,15
FALSE,26,12,Si,F,23:30,11
FALSE,26,12,Si,F,23:45,13
FALSE,28,14,Si,L,07:00,19
FALSE,28,14,Si,L,07:15,24
FALSE,28,14,Si,L,07:30,34
FALSE,28,14,Si,L,07:45,43
FALSE,28,14,Si,L,08:00,48
FALSE,28,14,Si,L,08:15,46
FALSE,28,14,Si,L,08:30,45
FALSE,28,14,Si,L,08:45,43
FALSE,28,14,Si,L,09:00,45
FALSE,28,14,Si,L,09:15,40
FALSE,28,14,Si,L,09:30,40
FALSE,28,14,Si,L,09:45,39
FALSE,28,14,Si,L,10:00,35
FALSE,28,14,Si,L,10:15,33
FALSE,28,14,Si,L,10:30,31
FALSE,28,14,Si,L,10:45,32
FALSE,28,14,Si,L,11:00,30
FALSE,28,14,Si,L,11:15,30
FALSE,28,14,Si,L,11:30,31
FALSE,28,14,Si,L,11:45,31
FALSE,28,14,Si,L,12:00,31
FALSE,28,14,Si,L,12:15,33
FALSE,28,14,Si,L,12:30,28
FALSE,28,14,Si,L,12:45,25
FALSE,28,14,Si,L,13:00,30
FALSE,28,14,Si,L,13:15,31
FALSE,28,14,Si,L,13:30,30
FALSE,28,14,Si,L,13:45,27
FALSE,28,14,Si,L,14:00,28
FALSE,28,14,Si,L,14:15,26
FALSE,28,14,Si,L,14:30,30
FALSE,28,14,Si,L,14:45,30
FALSE,28,14,Si,L,15:00,29
FALSE,28,14,Si,L,15:15,25
FALSE,28,14,Si,L,15:30,29
FALSE,28,14,Si,L,15:45,25
FALSE,28,14,Si,L,16:00,29
FALSE,28,14,Si,L,16:15,24
FALSE,28,14,Si,L,16:30,27
FALSE,28,14,Si,L,16:45,28
FALSE,28,14,Si,L,17:00,27
FALSE,28,14,Si,L,17:15,26
FALSE,28,14,Si,L,17:30,27
FALSE,28,14,Si,L,17:45,31
FALSE,28,14,Si,L,18:00,30
FALSE,28,14,Si,L,18:15,31
FALSE,28,14,Si,L,18:30,31
FALSE,28,14,Si,L,18:45,32
FALSE,28,14,Si,L,19:00,30
FALSE,28,14,Si,L,19:15,29
FALSE,28,14,Si,L,19:30,30
FALSE,28,14,Si,L,19:45,30
FALSE,28,14,Si,L,20:00,29
FALSE,28,14,Si,L,20:15,31
FALSE,28,14,Si,L,20:30,26
FALSE,28,14,Si,L,20:45,23
FALSE,28,14,Si,L,21:00,24
FALSE,28,14,Si,L,21:15,21
FALSE,28,14,Si,L,21:30,23
FALSE,28,14,Si,L,21:45,21
FALSE,28,14,Si,L,22:00,18
FALSE,28,14,Si,L,22:15,14
FALSE,28,14,Si,L,22:30,16
FALSE,28,14,Si,L,22:45,12
FALSE,28,14,Si,L,23:00,12
FALSE,28,14,Si,L,23:15,10
FALSE,28,14,Si,L,23:30,11
FALSE,28,14,Si,L,23:45,7
FALSE,28,16,Si,L,07:00,18
FALSE,28,16,Si,L,07:15,28
FALSE,28,16,Si,L,07:30,38
FALSE,28,16,Si,L,07:45,41
FALSE,28,16,Si,L,08:00,46
FALSE,28,16,Si,L,08:15,46
FALSE,28,16,Si,L,08:30,44
FALSE,28,16,Si,L,08:45,46
FALSE,28,16,Si,L,09:00,50
FALSE,28,16,Si,L,09:15,44
FALSE,28,16,Si,L,09:30,43
FALSE,28,16,Si,L,09:45,34
FALSE,28,16,Si,L,10:00,35
FALSE,28,16,Si,L,10:15,32
FALSE,28,16,Si,L,10:30,33
FALSE,28,16,Si,L,10:45,31
FALSE,28,16,Si,L,11:00,30
FALSE,28,16,Si,L,11:15,31
FALSE,28,16,Si,L,11:30,35
FALSE,28,16,Si,L,11:45,32
FALSE,28,16,Si,L,12:00,29
FALSE,28,16,Si,L,12:15,32
FALSE,28,16,Si,L,12:30,28
FALSE,28,16,Si,L,12:45,29
FALSE,28,16,Si,L,13:00,11
FALSE,28,16,Si,L,13:15,26
FALSE,28,16,Si,L,13:30,31
FALSE,28,16,Si,L,13:45,29
FALSE,28,16,Si,L,14:00,33
FALSE,28,16,Si,L,14:15,31
FALSE,28,16,Si,L,14:30,35
FALSE,28,16,Si,L,14:45,32
FALSE,28,16,Si,L,15:00,32
FALSE,28,16,Si,L,15:15,27
FALSE,28,16,Si,L,15:30,26
FALSE,28,16,Si,L,15:45,30
FALSE,28,16,Si,L,16:00,30
FALSE,28,16,Si,L,16:15,23
FALSE,28,16,Si,L,16:30,33
FALSE,28,16,Si,L,16:45,31
FALSE,28,16,Si,L,17:00,31
FALSE,28,16,Si,L,17:15,31
FALSE,28,16,Si,L,17:30,31
FALSE,28,16,Si,L,17:45,31
FALSE,28,16,Si,L,18:00,31
FALSE,28,16,Si,L,18:15,33
FALSE,28,16,Si,L,18:30,31
FALSE,28,16,Si,L,18:45,29
FALSE,28,16,Si,L,19:00,31
FALSE,28,16,Si,L,19:15,31
FALSE,28,16,Si,L,19:30,30
FALSE,28,16,Si,L,19:45,32
FALSE,28,16,Si,L,20:00,30
FALSE,28,16,Si,L,20:15,30
FALSE,28,16,Si,L,20:30,31
FALSE,28,16,Si,L,20:45,28
FALSE,28,16,Si,L,21:00,25
FALSE,28,16,Si,L,21:15,25
FALSE,28,16,Si,L,21:30,25
FALSE,28,16,Si,L,21:45,24
FALSE,28,16,Si,L,22:00,20
FALSE,28,16,Si,L,22:15,16
FALSE,28,16,Si,L,22:30,12
FALSE,28,16,Si,L,22:45,16
FALSE,28,16,Si,L,23:00,11
FALSE,28,16,Si,L,23:15,13
FALSE,28,16,Si,L,23:30,10
FALSE,28,16,Si,L,23:45,8
TRUE,23,12,Si,L,07:00,18
TRUE,23,12,Si,L,07:15,24
TRUE,23,12,Si,L,07:30,36
TRUE,23,12,Si,L,07:45,44
TRUE,23,12,Si,L,08:00,43
TRUE,23,12,Si,L,08:15,45
TRUE,23,12,Si,L,08:30,53
TRUE,23,12,Si,L,08:45,50
TRUE,23,12,Si,L,09:00,50
TRUE,23,12,Si,L,09:15,44
TRUE,23,12,Si,L,09:30,38
TRUE,23,12,Si,L,09:45,37
TRUE,23,12,Si,L,10:00,40
TRUE,23,12,Si,L,10:15,35
TRUE,23,12,Si,L,10:30,33
TRUE,23,12,Si,L,10:45,34
TRUE,23,12,Si,L,11:00,29
TRUE,23,12,Si,L,11:15,31
TRUE,23,12,Si,L,11:30,34
TRUE,23,12,Si,L,11:45,31
TRUE,23,12,Si,L,12:00,33
TRUE,23,12,Si,L,12:15,30
TRUE,23,12,Si,L,12:30,31
TRUE,23,12,Si,L,12:45,30
TRUE,23,12,Si,L,13:00,37
TRUE,23,12,Si,L,13:15,29
TRUE,23,12,Si,L,13:30,28
TRUE,23,12,Si,L,13:45,29
TRUE,23,12,Si,L,14:00,33
TRUE,23,12,Si,L,14:15,30
TRUE,23,12,Si,L,14:30,33
TRUE,23,12,Si,L,14:45,31
TRUE,23,12,Si,L,15:00,32
TRUE,23,12,Si,L,15:15,30
TRUE,23,12,Si,L,15:30,31
TRUE,23,12,Si,L,15:45,26
TRUE,23,12,Si,L,16:00,28
TRUE,23,12,Si,L,16:15,27
TRUE,23,12,Si,L,16:30,33
TRUE,23,12,Si,L,16:45,34
TRUE,23,12,Si,L,17:00,31
TRUE,23,12,Si,L,17:15,31
TRUE,23,12,Si,L,17:30,29
TRUE,23,12,Si,L,17:45,30
TRUE,23,12,Si,L,18:00,35
TRUE,23,12,Si,L,18:15,25
TRUE,23,12,Si,L,18:30,31
TRUE,23,12,Si,L,18:45,33
